api_id,api_name,major_category,subcategory,cli_group,cli_command,command_path,status,coverage_status,safety_policy,method,path,required_body_fields,required_header_fields,canonical_code_option,notes
kt50031,금현물 주문체결조회,국내주식,계좌,accounts,gold-order-fills,kiwoom accounts gold-order-fills,implemented,guarded,account_read,POST,/api/dostk/acnt,qry_tp;stk_bond_tp;sell_tp;dmst_stex_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping with account_read redaction; overseas accounts remain TODO until overseas runtime is verified.
kt50032,금현물 거래내역조회,국내주식,계좌,accounts,gold-transactions,kiwoom accounts gold-transactions,implemented,guarded,account_read,POST,/api/dostk/acnt,,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping with account_read redaction; overseas accounts remain TODO until overseas runtime is verified.
kt50075,금현물 미체결조회,국내주식,계좌,accounts,gold-open-orders,kiwoom accounts gold-open-orders,implemented,guarded,account_read,POST,/api/dostk/acnt,ord_dt;mrkt_deal_tp;stk_bond_tp;sell_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping with account_read redaction; overseas accounts remain TODO until overseas runtime is verified.
usa01980,실시간 종목 조회 순위,해외주식,순위정보,overseas rankings,info,kiwoom overseas rankings info,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa01990,관심종목 등록 상위,해외주식,순위정보,overseas rankings,list,kiwoom overseas rankings list,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa06010,미국주식 틱 차트,해외주식,차트,overseas candles,stock-tick,kiwoom overseas candles stock-tick,planned,public,read,POST,/api/us/chart,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa06011,미국주식 분 차트,해외주식,차트,overseas candles,stock-minute,kiwoom overseas candles stock-minute,planned,public,read,POST,/api/us/chart,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa06012,미국주식 일 차트,해외주식,차트,overseas candles,stock-daily,kiwoom overseas candles stock-daily,planned,public,read,POST,/api/us/chart,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa06013,미국주식 주 차트,해외주식,차트,overseas candles,stock-weekly,kiwoom overseas candles stock-weekly,planned,public,read,POST,/api/us/chart,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa06014,미국주식 월 차트,해외주식,차트,overseas candles,stock-monthly,kiwoom overseas candles stock-monthly,planned,public,read,POST,/api/us/chart,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa06015,미국주식 년 차트,해외주식,차트,overseas candles,stock-yearly,kiwoom overseas candles stock-yearly,planned,public,read,POST,/api/us/chart,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa06016,미국주식 분기 차트,해외주식,차트,overseas candles,stock-quarterly,kiwoom overseas candles stock-quarterly,planned,public,read,POST,/api/us/chart,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa06021,미국주식 업종 틱 차트,해외주식,차트,overseas candles,sector-tick,kiwoom overseas candles sector-tick,planned,public,read,POST,/api/us/chart,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa06022,미국주식 업종 분 차트,해외주식,차트,overseas candles,sector-minute,kiwoom overseas candles sector-minute,planned,public,read,POST,/api/us/chart,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa06023,미국주식 업종 일 차트,해외주식,차트,overseas candles,sector-daily,kiwoom overseas candles sector-daily,planned,public,read,POST,/api/us/chart,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa06024,미국주식 업종 주 차트,해외주식,차트,overseas candles,sector-weekly,kiwoom overseas candles sector-weekly,planned,public,read,POST,/api/us/chart,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa06025,미국주식 업종 월 차트,해외주식,차트,overseas candles,sector-monthly,kiwoom overseas candles sector-monthly,planned,public,read,POST,/api/us/chart,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa06026,미국주식 업종 년 차트,해외주식,차트,overseas candles,sector-yearly,kiwoom overseas candles sector-yearly,planned,public,read,POST,/api/us/chart,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa06060,미국주식 재무차트-연간,해외주식,차트,overseas candles,financial-annual,kiwoom overseas candles financial-annual,planned,public,read,POST,/api/us/chart,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa06061,미국주식 재무차트-분기,해외주식,차트,overseas candles,financial-quarterly,kiwoom overseas candles financial-quarterly,planned,public,read,POST,/api/us/chart,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa10099,미국주식 종목리스트,해외주식,종목정보,overseas stocks,list,kiwoom overseas stocks list,planned,public,read,POST,/api/us/stkinfo,mrkt_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa10100,미국주식 종목 조회,해외주식,종목정보,overseas stocks,info,kiwoom overseas stocks info,planned,public,read,POST,/api/us/stkinfo,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa10101,미국주식 업종리스트,해외주식,종목정보,overseas stocks,list,kiwoom overseas stocks list,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20100,미국주식 현재가 종목정보,해외주식,시세,overseas quotes,info,kiwoom overseas quotes info,planned,public,read,POST,/api/us/mrkcond,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa20101,미국주식 현재가 10호가,해외주식,시세,overseas orderbooks,list,kiwoom overseas orderbooks list,planned,public,read,POST,/api/us/mrkcond,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa20150,미국주식 일별 상세체결내역,해외주식,시세,overseas quotes,daily-fills,kiwoom overseas quotes daily-fills,planned,public,read,POST,/api/us/mrkcond,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa20151,미국주식 일별 상세체결내역,해외주식,시세,overseas quotes,daily-fills-from,kiwoom overseas quotes daily-fills-from,planned,public,read,POST,/api/us/mrkcond,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa20200,관심종목 그룹 리스트 조회,해외주식,종목정보,overseas stocks,list,kiwoom overseas stocks list,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20201,관심종목 그룹 상세 조회,해외주식,종목정보,overseas stocks,lookup,kiwoom overseas stocks lookup,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20510,미국주식 기간별 등락률상위,해외주식,순위정보,overseas rankings,list,kiwoom overseas rankings list,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20511,미국주식 기간별 등락률상위,해외주식,순위정보,overseas rankings,list,kiwoom overseas rankings list,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20520,미국주식 거래량급등락,해외주식,종목정보,overseas stocks,list,kiwoom overseas stocks list,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20530,미국주식 당일 거래량 상위,해외주식,순위정보,overseas rankings,list,kiwoom overseas rankings list,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20540,미국주식 당일 거래대금 상위,해외주식,순위정보,overseas rankings,list,kiwoom overseas rankings list,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20550,미국주식 시가총액상위,해외주식,순위정보,overseas rankings,list,kiwoom overseas rankings list,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20570,미국주식 가격대별주가,해외주식,종목정보,overseas stocks,lookup,kiwoom overseas stocks lookup,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20580,미국주식 업종현재가,해외주식,업종,overseas sectors,price,kiwoom overseas sectors price,planned,public,read,POST,/api/us/sect,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa20581,미국주식 업종현재가,해외주식,업종,overseas sectors,price-daily,kiwoom overseas sectors price-daily,planned,public,read,POST,/api/us/sect,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa20590,미국주식 일별주가,해외주식,시세,overseas quotes,daily-price,kiwoom overseas quotes daily-price,planned,public,read,POST,/api/us/mrkcond,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa20880,키움 거래 상위 종목(주식/ETF),해외주식,순위정보,overseas rankings,list,kiwoom overseas rankings list,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20910,미국주식 전일대비 등락률상위,해외주식,순위정보,overseas rankings,list,kiwoom overseas rankings list,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20920,미국주식 시가대비 등락률상위,해외주식,순위정보,overseas rankings,list,kiwoom overseas rankings list,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20921,미국주식 시가대비 등락률상위,해외주식,순위정보,overseas rankings,list,kiwoom overseas rankings list,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20930,미국주식 가격급등락,해외주식,종목정보,overseas stocks,list,kiwoom overseas stocks list,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20931,미국주식 가격급등락,해외주식,종목정보,overseas stocks,list,kiwoom overseas stocks list,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20940,미국주식 누적 등락률 상위,해외주식,순위정보,overseas rankings,list,kiwoom overseas rankings list,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20960,미국주식 전일 거래상위(거래량/거래대금),해외주식,순위정보,overseas rankings,list,kiwoom overseas rankings list,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20970,미국주식 고가/저가 접근,해외주식,종목정보,overseas stocks,lookup,kiwoom overseas stocks lookup,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20971,미국주식 고가/저가 접근,해외주식,종목정보,overseas stocks,lookup,kiwoom overseas stocks lookup,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa20980,미국주식 PER/PBR 순위,해외주식,순위정보,overseas rankings,list,kiwoom overseas rankings list,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa21500,미국주식 실시간 잔고,해외주식,계좌,overseas accounts,balance,kiwoom overseas accounts balance,planned,guarded,account_read,POST,/api/us/acnt,,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa21520,미국주식 실시간 미체결,해외주식,계좌,overseas accounts,list-open,kiwoom overseas accounts list-open,planned,guarded,account_read,POST,/api/us/acnt,,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa21670,일별계좌수익률현황,해외주식,계좌,overseas accounts,profit,kiwoom overseas accounts profit,planned,guarded,account_read,POST,/api/us/acnt,,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa21680,월별계좌수익률현황,해외주식,계좌,overseas accounts,profit,kiwoom overseas accounts profit,planned,guarded,account_read,POST,/api/us/acnt,,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa21690,연도별계좌수수익률현황,해외주식,계좌,overseas accounts,profit,kiwoom overseas accounts profit,planned,guarded,account_read,POST,/api/us/acnt,,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa21730,일별종목수익률현황,해외주식,계좌,overseas accounts,profit,kiwoom overseas accounts profit,planned,guarded,account_read,POST,/api/us/acnt,,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa21731,월별종목수익률현황,해외주식,계좌,overseas accounts,profit,kiwoom overseas accounts profit,planned,guarded,account_read,POST,/api/us/acnt,,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa21732,연도별종목수익률현황,해외주식,계좌,overseas accounts,profit,kiwoom overseas accounts profit,planned,guarded,account_read,POST,/api/us/acnt,,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa23000,미국주식 업종종합,해외주식,업종,overseas sectors,summary,kiwoom overseas sectors summary,planned,public,read,POST,/api/us/sect,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa23001,미국주식 업종종합,해외주식,업종,overseas sectors,summary-rank,kiwoom overseas sectors summary-rank,planned,public,read,POST,/api/us/sect,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa23100,미국주식 업종별주가,해외주식,업종,overseas sectors,stocks,kiwoom overseas sectors stocks,planned,public,read,POST,/api/us/sect,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa23400,미국주식 거래량갱신,해외주식,종목정보,overseas stocks,lookup,kiwoom overseas stocks lookup,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa23401,미국주식 거래량갱신,해외주식,종목정보,overseas stocks,lookup,kiwoom overseas stocks lookup,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa24100,미국주식 신고가/신저가,해외주식,종목정보,overseas stocks,lookup,kiwoom overseas stocks lookup,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa24110,미국주식 최고최저가대비 상승하,해외주식,순위정보,overseas rankings,lookup,kiwoom overseas rankings lookup,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa24120,미국주식 특정일자 상승/하락,해외주식,순위정보,overseas rankings,lookup,kiwoom overseas rankings lookup,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa24140,미국주식 갭상승/갭하락,해외주식,종목정보,overseas stocks,lookup,kiwoom overseas stocks lookup,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa24150,미국주식 회전율 상위,해외주식,순위정보,overseas rankings,list,kiwoom overseas rankings list,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa24160,미국주식 연속상승/하락 순위,해외주식,순위정보,overseas rankings,list,kiwoom overseas rankings list,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa24161,미국주식 연속상승/하락 순위,해외주식,순위정보,overseas rankings,list,kiwoom overseas rankings list,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa24200,미국주식 호가잔량상위,해외주식,순위정보,overseas rankings,list,kiwoom overseas rankings list,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa24210,미국주식 잔량률급증,해외주식,종목정보,overseas stocks,lookup,kiwoom overseas stocks lookup,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa24220,미국주식 매물대집중,해외주식,종목정보,overseas stocks,lookup,kiwoom overseas stocks lookup,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa24260,미국주식 주요종목,해외주식,종목정보,overseas stocks,lookup,kiwoom overseas stocks lookup,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa24290,미국주식 주간거래 괴리율 상위,해외주식,순위정보,overseas rankings,list,kiwoom overseas rankings list,planned,public,read,POST,/api/us/rkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa24300,미국주식 리서치(미국주식/ETF),해외주식,투자정보,investment-info,research,kiwoom investment-info research,planned,public,read,POST,/api/us/invtinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa26330,미국주식 평가변동,해외주식,투자정보,investment-info,valuation-change,kiwoom investment-info valuation-change,planned,public,read,POST,/api/us/invtinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa26410,미국주식 연도별 등락률,해외주식,종목정보,overseas stocks,lookup,kiwoom overseas stocks lookup,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa26411,미국주식 연도별 등락률,해외주식,종목정보,overseas stocks,lookup,kiwoom overseas stocks lookup,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa26412,미국주식 연도별 등락률,해외주식,종목정보,overseas stocks,lookup,kiwoom overseas stocks lookup,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa26500,미국주식 배당주 검색,해외주식,투자정보,investment-info,dividend-search,kiwoom investment-info dividend-search,planned,public,read,POST,/api/us/invtinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa26501,미국주식 배당주 검색,해외주식,투자정보,investment-info,dividend-search-category,kiwoom investment-info dividend-search-category,planned,public,read,POST,/api/us/invtinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa26510,미국주식 배당주 순위,해외주식,투자정보,investment-info,dividend-rank,kiwoom investment-info dividend-rank,planned,public,read,POST,/api/us/invtinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa26511,미국주식 배당주 순위,해외주식,투자정보,investment-info,dividend-rank-category,kiwoom investment-info dividend-rank-category,planned,public,read,POST,/api/us/invtinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa26520,미국주식 BEST 배당주,해외주식,투자정보,investment-info,best-dividends,kiwoom investment-info best-dividends,planned,public,read,POST,/api/us/invtinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa26530,미국주식 종목별 배당,해외주식,투자정보,investment-info,dividend-annual,kiwoom investment-info dividend-annual,planned,public,read,POST,/api/us/invtinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa26531,미국주식 종목별 배당,해외주식,투자정보,investment-info,dividend-schedule,kiwoom investment-info dividend-schedule,planned,public,read,POST,/api/us/invtinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa26532,미국주식 종목별 배당,해외주식,투자정보,investment-info,dividend-events,kiwoom investment-info dividend-events,planned,public,read,POST,/api/us/invtinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa26533,미국주식 종목별 배당,해외주식,투자정보,investment-info,dividend-growth,kiwoom investment-info dividend-growth,planned,public,read,POST,/api/us/invtinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa26534,미국주식 종목별 배당,해외주식,투자정보,investment-info,dividend-summary,kiwoom investment-info dividend-summary,planned,public,read,POST,/api/us/invtinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,TODO: overseas API runtime is not currently working; keep mapped but do not expose as implemented command.
usa26760,미국주식 종목별 공매도 추이,해외주식,종목정보,overseas stocks,by-stock,kiwoom overseas stocks by-stock,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
usa26770,미국주식 종목별 미상환 잔고,해외주식,종목정보,overseas stocks,balance,kiwoom overseas stocks balance,planned,public,read,POST,/api/us/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
ust20000,미국주식 매수 주문,해외주식,주문,overseas orders,buy,kiwoom overseas orders buy,planned,preview-only,order_write,POST,/api/us/ordr,stk_code;ord_qty;trde_tp,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
ust20001,미국주식 매도 주문,해외주식,주문,overseas orders,sell,kiwoom overseas orders sell,planned,preview-only,order_write,POST,/api/us/ordr,stk_code;ord_qty;trde_tp,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
ust20002,미국주식 정정 주문,해외주식,주문,overseas orders,modify,kiwoom overseas orders modify,planned,preview-only,order_write,POST,/api/us/ordr,orig_ord_no;stk_code,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
ust20003,미국주식 취소 주문,해외주식,주문,overseas orders,cancel,kiwoom overseas orders cancel,planned,preview-only,order_write,POST,/api/us/ordr,orig_ord_no;stk_code,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
ust21050,미국주식 원장 미체결,해외주식,계좌,overseas accounts,list-open,kiwoom overseas accounts list-open,planned,guarded,account_read,POST,/api/us/acnt,,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
ust21070,미국주식 원장잔고확인,해외주식,계좌,overseas accounts,balance,kiwoom overseas accounts balance,planned,guarded,account_read,POST,/api/us/acnt,,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
ust21100,미국주식 거래내역,해외주식,계좌,overseas accounts,lookup,kiwoom overseas accounts lookup,planned,guarded,account_read,POST,/api/us/acnt,,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
ust21110,미국주식 예수금,해외주식,계좌,overseas accounts,cash,kiwoom overseas accounts cash,planned,guarded,account_read,POST,/api/us/acnt,,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
ust21111,해외주식 인출가능금액,해외주식,계좌,overseas accounts,cash,kiwoom overseas accounts cash,planned,guarded,account_read,POST,/api/us/acnt,,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
ust21120,미국주식 원장 잔고현황,해외주식,계좌,overseas accounts,balance,kiwoom overseas accounts balance,planned,guarded,account_read,POST,/api/us/acnt,,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
ust21121,미국주식 원장 잔고현황,해외주식,계좌,overseas accounts,balance,kiwoom overseas accounts balance,planned,guarded,account_read,POST,/api/us/acnt,,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
ust21122,해외증권 계좌 잔고평가현황,해외주식,계좌,overseas accounts,balance,kiwoom overseas accounts balance,planned,guarded,account_read,POST,/api/us/acnt,cmsn_incl_tp;exrt_tp,api-id;authorization,--account when account scoped; --code when instrument scoped,Initial spec-derived mapping; review friendly command/action and argument map before implementation.
